movie_title,movie_user_review_link,movie_user_review_rating,movie_user_review_txt
Eternal Sunshine of the Spotless Mind,https://www.imdb.com//review/rw0980979/,10,"Here's the basic plot. Clemintine and Joel have a long, rocky relationship. Clemintine decides to get Joel erased from her memory, so Joel decides to do the same, only while Joel is in the process of the erasing, he comes back around to the really sweet, nice memories, and realizes that he wants out of the procedure. Now here's what I thought about it. This movie is completely amazing. Totally original story and wonderful directing. Some of the best directing that i've seen in any movie. Some of the best original music too. This is in my top five favorites, and it also boosted Jim Carrey into one of my favorite actors. You know you have a good movie on your hands when the next day you're still thinking about parts of it, and you want to see those parts again. If you haven't seen this, I recommend that you check it out. It's different, in a really good way. There's not much more to tell you about it. If you want to see the Ace Ventura Jim Carrey, than you should absolutely skip this one. But if you want to see a side of him and Kate Winslet that you've never seen, or if you want to see a total original movie with wonderful cinematography and really great music, then by all means, you should absolutely see this one!"
Back to the Future,https://www.imdb.com//review/rw3056368/,10,"One of the best movies EVER! Back the The Future is movie on time traveling. Time traveling has always been exciting and fun. I've watched this and About Time which are movies about time traveling and both are awesome. BTTF is TOO Awesome. Couldn't believe this was a 1980s movie.BTTF trilogy is an incredibly awesome adventure taken by Marty McFly and Dr.Emmett Brown. Dr.Emmett Brown a crazy, funny scientist invents the time machine, the biggest dream of his life. And Marty who is his friend gets to be a part of this awesome adventure by mistake. The best thing about this movie is how it shows whatever happens is bound to happen whether you want or not. And how with change in your attitude or with some help you can completely change your whole life. ""If you put your mind to it, you can accomplish anything."" - Dr. Emmett Brown Back to the Future is an amazing movie. This 1985 movie is so much better in quality as compared to the movies nowadays which have a shallow impact on the audience. You will actually feel connected to the movie and glued to your seats till the end There are not many movies of 8.5-like rating which are packed with Comedy, Drama, Adventure of such level... It's a MUST WATCH for all.Hope you all enjoy it too. Cheers!"
A Clockwork Orange,https://www.imdb.com//review/rw5304387/,9,And some ultraviolence too.Is this the world's most stylish and interesting and amazing movie?
Children of Men,https://www.imdb.com//review/rw1506361/,8,"this film is one of the best things i have seen this year. It's an improbable cross between ""Brazil"" ""a clockwork orange"" and the video game HALF-LIFE2 (from which it borrows it's final sequences and use of on shot action-sequences) it manages to be both entertaining in the Hollywood way (with incredible action sequences and a very clever way of using digital effects) yet very sad and different with a very very dark and realistic overtone. No comic relief, no cartoon character bravery, only human behavior in it's best and most horrible way. This realistic overtone makes the main characters very engaging and moving. CLive owen (whose i have always disliked) is excellent as the man drowned into an adventure too big for him (sorry for my bad English)It's the same kind of film than V for vendetta (both taking place in a futuristic fascist British society) different from the usual mainstrean studio teenager pleaser crapGO see it! help intelligent cinema"
The Truman Show,https://www.imdb.com//review/rw2670331/,8,"I sometimes wonder how my life will be if it were a TV show, I see this movie and i quit the wonder.The Truman Show was written by Andrew Niccol who got the inspiration from an episode of The Twilight Zone called ""Special Service"".After the script had gone through some re-writes, Jim Carrey was picked for the role, although the makers had to wait for him to have a clear schedule before he could start shooting.Made with a budget of over $ 60 million dollars, The Truman Show was a financial success and also was nominated for three categories in the Academy Awards, but did not win any awards.The movie tells the tale of an Insurance salesman Truman Burbank (Jim Carrey) who lived his entire life, since before birth, in front of cameras for The Truman Show.Unaware of this fact, Truman's life is filmed through thousands of hidden cameras, 24 hours a day, 7 days a week, and broadcast live around the world, allowing executive producer Christof (Ed Harris) to capture Truman's real emotion and human behavior when put in certain situations that are concocted by the writers.The thrill about Truman's life is that everything is arranged for him, down to the woman he married to his best friend.The movie cinematography is such a way that you get to see mistakes from the show makers and how they arrange things in the back end to make Truman do some particular things.The script and the movie lines are fun, especially when the Actors had to advertise on the show. The could be a conversation going on then one of the actors will just drift to talk about an object in such a manner you wonder if they have lost it, only for you to figure out seconds later that it was an advert in the show, that was very creative.Before making this masterpiece, Jim Carrey had just finish Cable Guy (1996) and Liar Liar (1997).The movie is directed by Peter Weir (Master and Commander: The Far Side of the World (2003)), who did a great job pulling the viewers along as they watch a movie of a show. Andrew Niccol went ahead to do more great movies from S1m0ne with Al pacino in 2002 to The Terminal with Steven Spielberg and Tom Hanks in 2004."
Rise of the Planet of the Apes,https://www.imdb.com//review/rw2469283/,9,"Of all the movies that can possibly be re-booted......why reboot another movie that's already been re-booted? And of all the projects that the Weta team can possibly tackle, why this one? Well it must be the script, because everyone that's come across it has wanted to be somewhat involved. Hopefully it lives up to the expectations that are already in place, because i don't think i could handle another stink bomb like Burton's version.Finally......a summer movie that's actually WORTH your summer dollar. Almost every element of this film is pitch perfect. Just what makes this 'oh so' great? Allow me to explain....Judging from the preview, i thought the movie to be a little too relative to the concept from ""Deep Blue Sea"". But this movie takes a much more different route with their Alzheimer's approach. Needless to say, they did a much better job than that movie.....obviously.I know most people may be scratching their heads to this comment, but in my opinion, this is easily the most well written script of the year thus far. It's intelligent, thought provoking, emotional, and damn well entertaining. What makes this so good is the progression of the main ape 'Ceaser' (heh, ironic name), and his journey from a curious and smart ape, into an upset ape that realizes the harsh realities of being treated like an animal. It's now easy to see just why everyone jumped on board when they read this. I kid you not, i actually got goosebumps from this movie, and that rarely happens.And once again, the Weta team did a phenomenal job with their brilliant special effects. Andy Serkis who has already done work like this before in 'Lord of Rings' and 'King Kong', out preformed most actors in Hollywood without barely saying a word. Is it wrong to say that a man in a blue suit with dots all over him, imitating an ape is so far the best actor i've seen this year? Uh.....not at all. Trust me, see the movie, and you'll understand why.Bottom Line.......not only is this easily the best movie of the summer, i will go as far as saying it's the best movie i have seen so far this year. Yes, it is THAT good. Like i said earlier, almost every element of this movie is pitch perfect. The writing, the acting, the special effects.....all done to near perfection. It some people's eyes, this is called a reboot. However, it feels more like a prequel. But judging from what i just saw, i hope to god that they make more of these, because it literally just blew my mind."
The Matrix,https://www.imdb.com//review/rw4125407/,10,"Without a doubt one of the best and most influential movies of all time, the Matrix is the defining science fiction film of the 1990's and the biggest leap the genre has taken since Stanley Kubrick's 2001: A Space Odyssey and Ridley Scott's Blade Runner. The Matrix is a ground-breaking motion picture that not only raised the bar for all the science-fiction films to come after it but also redefined the action genre with its thrilling action sequences and revolutionary visual effects.The film tells the story of Thomas Anderson a computer hacker that in the world of hacking goes by the alias of Neo. When he is contacted by the mysterious outlaw Morpheus and having always questioned his reality, he is awakened to the truth that the world he's been living in is a simulated reality called the Matrix and that he's nothing more than a slave in this dystopian world, created and controlled by A.I powered machines.The direction and script by the Wachowskis is fantastic, as they drew ideas and inspirations from every other great sci-fi and cyberpunk movie and anime before the film, combining it with stunning action and putting it into one picture that has enough style, substance and subtext that everyone ended up giving their own interpretation of the story. The research that went into the preparation of the screenplay is quite extensive but the manner in which it is presented on the big screen is also very impressive. Every character presented on the film, has a well-defined arc and a purpose, and their motivations are clear.The cinematography is impeccable. It was very innovative in the use of the camera angles and movements, the zooms, the slow-motion captures and the different color palette used to differentiate the Matrix and the real World. The editing is flawless, as it makes sure that every scene is integral to the story and ensures the pace of the film stays ferocious through its entire runtime. Each frame is also packed with so much visual information for the viewer to devour. The visual effects introduced us to the bullet-time effect and their impact can still be felt in today's movies. The performances are also incredible. Each member of the cast gave their best performances and brought the characters they portray to life, but the one that stands out the most is Hugo Weaving's disciplined rendition of his character, Agent Smith; a powerful computer program made to search and destroy the human rebellion, in undoubtedly the greatest performance in his career.In conclusion The Matrix is a masterpiece everyone should see. It is one of the most thought provoking, inventive, pioneering, influential and stylish movies of all time and it's also full of philosophical and religious allegories waiting for interpretation. Immortal for its contribution to cinema and pop culture, its brilliant combination of inventive visual effects, excellent vision and exquisite action easily makes it one of the best, most influential and most entertaining movies ever made."
Sunshine,https://www.imdb.com//review/rw2810959/,3,"OK - the space effects and such looked cool. The ships looked cool. It had nice special effects. The human drama issues and moral quandaries were reasonable issues to bring up. Yet many of the story twists and complications (actually most of them) were um...""borrowed"" (I say it kindly) from other movies (far too common these days) - with pieces of technology taken from everything from ""Event Horizon"" & ""Dr Who"" to ""The Abyss"".BUT - the most important failure here is - science fiction -MUST- have science in it, at least speculative science, or the whole thing dies. The science in this movie is beyond bad. Even the ""Star Wars"" saga, with space ships that cornered in a vacuum just like airplanes do in an atmosphere, had a better grasp of science than these people did.This movie was woefully lacking in basic science. It was done with no understanding of even the most basic physical laws. They were trying to rescue the planet earth by saving our sun...fixing a problem that cannot happen, with methods that could not work.HOW DO SUNS WORKThe sun does not act the way this movie shows us. Suns function due to a vast quantity of atoms pressing inward due to GRAVITY. Our sun is not going to stop working in another 50 years. It will be chugging along, long after we (humanity) has long been extinct. Their entire premise for how to reignite a sun is beyond stupid (since it is not a fire anyway). A sun is a STAR - a massive fusion reaction. To get it to keep going (should it fail) you would need one of two things:1) hydrogen (and far more than any group of humans could ever amass) to fix the problem. 2) or a way to turn the other elements in that sun, back into the hydrogen that it all used to beAlso a sun dies when the elements that are in it (starting out as hydrogen) have fused into heavier and heavier elements and then into far too much iron. Then you have troubles (several billions of years from now).NOT ENOUGH OXYGENHumans (when our cells work) produce water due to our normal animal biology. Yes we do also exhale CO2, but that is very easy to scrub. We do it today just fine. On a space ship, the biggest problem is getting rid of the WATER which accumulates everywhere (we breathe it out and we sweat it out of us). It has to be removed from the air. Also, water is H2O - part oxygen and part hydrogen and a whole lot of kids have split off that oxygen in science class - back down into hydrogen and oxygen. How come they did not know how to do this?Remember all of those wet locations in the ship in Alien? That was far more realistic.Also why did they use big plants to scrub their air, instead of just using algae inside of transparent plates - which grows far faster and makes far more O2 per surface area? That is how our planet got so much free oxygen. It makes way more sense than big plants do? I suppose that that was not pretty enough for them.ALSO - when they did lose their CO2 scrubbing plants, it would not have mattered at all to their mission. Why? It would have taken a very long time for that few humans to use up the amount of oxygen in a ship of that size. The ship was massive. Exactly how much oxygen per day do 4 to 6 people need to survive? How they could have not had enough oxygen to make it to the sun when they were right next to it (half a day just by gravity)? They were close enough that is caused their ship harm. They needed special shielding. The volume of that huge ship was filled with AIR (not vacuum). Even after all their various problems, that thing was so HUGE they could have lived on the air in it for many months without any noticeable build-up of carbon dioxide.But let us pretend otherwise and depart from reality for a second. *WHY* do we have a scene in which one of the crew so very happy to find one tiny living plant spout growing in the remains of their ships oxygen scrubbing system? Why? It would have taken many years to grow enough plants to make a scrubber for a ship that large (large enough for far more people than were on it).First they are sad due to the death of their plants, which they do not need given that the energy from the sun was more than enough to run old fashioned non-plant CO2 scrubbers (as used by NASA now) and as they were HEADED FOR THE SUN they would have had lots of solar power.So, why build a forest in the ship for atmosphere scrubbing, if it is not ever leaving the solar system? Somebody must have thought it was pretty. Perhaps they saw it in another movie or TV show.STUPID SCIENCE KILLED THE SHOW FOR ME Stupid science destroyed the movie. Anyone who passed high school basic science (in fact most 6th grade science classes teach the needed pieces) could have given them better ideas than the ones they used. Next time, when doing science fiction, get a person on your team who knows a little science."
Star Trek,https://www.imdb.com//review/rw2065055/,3,"I'm not going to hit this from a scientific perspective. That would be too easy and would just invite others to castigate me for not ""suspending disbelief"" during a fun summer sci-fi. No, this movie sucks on a very base level. The first, and most disturbing part of the movie is the villain, Nero, who I think is the worst villain Hollywood has given us, and Hollywood once gave us Arnold as Ice Man. Nero is awful because his motivation makes no sense whatsoever.As the story goes, Nero is furious at Spock, and by extension his whole race of Vulcans, because Spock did not get to Romulus' star in time to save it from super nova, which destroyed his planet and all those he loved and cared for. In the process both he and Spock are sucked into a black hole and spit out the other side well in the past, except at different times, Nero 25 years before Spock. In waiting 25 years for Spock to come through the black hole as he had, Nero and his crew seethe with rage and plot their revenge against Spock and his evil race of Vulcans.But why? Did Spock create the super nova? No. That was explained as a natural disaster. Did Spock try to save his planet? Yes. In fact, he had every reason to believe that he was going to die in the process. After failing to stave off the super nova, he was sucked into a black hole, which is assumed to destroy anything entering it (after all, black holes literally crush atoms to the point of not existing). Personally I think that makes Spock a hero to the Romulans! Having a vendetta against Spock and the Vulcans would be like tracking down and killing the family of a fire fighter who died in your house while he tried to save your wife and kids. That makes no sense. None. Last, Nero is now in the past, no? Why doesn't he just go about saving his planet from destruction? He's got the ""red matter"" to do it.The other thing that ticked me off was the silly string of ""accidents"" that put a gang of 22 year-olds in command of the Federation's flagship. Do they not have even a single 40 year-old who has actually been in space before? It's even worse than that if you think about it. Before the ship takes off Kirk is about to be booted out of Starfleet—but now he's put in charge?I'm willing to suspend disbelief in sci-fi movie, but there's a difference between suspending disbelief and watching a movie like I'm a 3-year old. 3 stars out of 10."
Overlord,https://www.imdb.com//review/rw4459356/,3,"I don't know if the critics watched the same movie I did. This was a mediocre action movie, a mediocre horror movie, and a poor war movie. They went all out with the historical inaccuracies, so why not do it with a little humor? This movie took itself way too seriously. Watch it as a download."
Midnight Special,https://www.imdb.com//review/rw5387554/,6,"I really enjoyed most of the movie thanks to the mystery factor, the actors who all play well - may it be the main or the supporting roles or the almost flawless production.But there's so much build-up for something minor. Potential is definitely there, but disappointing in total."
RoboCop,https://www.imdb.com//review/rw2973249/,8,"The 1980's were and are a treasure trove for action movie lovers who were blessed with an abundance of classic action tales ranging from Terminator, Lethal Weapon, Die Hard and countless other flicks that looked to take names and ask questions later. Dutch wild child Paul Verhoeven's 1987 bout of robotic justice can sit proudly alongside those classic entries as a shamelessly fun and over the top piece of blood infused entertainment.For some unbeknown reason I have in my many years of film watching never seen Peter Weller strut his stuff as Alex Murphy a man who becomes our titular Robocop (a fact made all the more shameful on my behalf considering I was holed up working in a video store for more than 5 years) but I am glad I have now rectified that problem. Robocop is a film filled with subtle smarts and ingenious ideas that were fantastically realised by Verhoeven with some ripping makeup design and typically brutal 1980's action scenes littering the picture. There is an air of fun and playfulness throughout the picture that are all infrequent in today's action films with Robocop not afraid to lighten the mood along with mixing in themes that are more meaningful and heartfelt, a mood that is heightened by a cast full of colourful and committed actors.Peter Weller in the role he will always be remembered for is great as our hero Murphy, playing the man and machine with an always calm yet readily menacing presence. As he quips his way through the movie we are always on his side and that's without the film bothering with much exposition at all. Other actors in the piece from Nancy Allen's female cop Anne and Kurtwood Smith's downright slimy Clarence J. Boddicker. All make their characters there's which fits in fantastically with Verhoeven's at times ingenious direction.When you watch Robocop today you really get the sense that even though it has now happened a remake/reboot is entirely unnecessary with the original still standing up in today's standards and still packing both a punch in the entertainment and social commentary stakes. If you're thinking about going to see the new Robocop why not just watch the original instead? As they say the original is always the best.4 steps out of 5 For more movie reviews and opinions check out -www.jordanandeddie.wordpress.com"
Predestination,https://www.imdb.com//review/rw4595261/,9,"Amazing scenario, totally head crushing! Begging of the film you just trying to understand the main topic of film but one film moment is a part of suprising chain. My brain was on fire. Watch before you die. You won't regret"
Solaris,https://www.imdb.com//review/rw0854805/,9,"First off, if you are looking for shoot 'em up, space ship flying through the stars, hunting aliens type of science fiction, don't even bother with this film. If you are looking for a Science Fiction film that explores the human condition in the way that Blade Runner, 2001: A Space Odyssey or Contact does, then this is right up your alley.This film is not about events and actions, it's about ideas and concepts. People looking for plot points to move them along will be bored to death with this film because most of the action of this film are those that will happen in your head. It is about people, desires, regrets and what we would be willing to do if we could have that one thing we cannot have back.Some people complain about the fact that Clooney's character of Chris does very little psychiatric work in this film. But, the truth of the matter is that his occupation is used more to propel his anti-faith views. I haven't seen it mentioned, but there is a reason why there are a lot of discussion about God, religion and faith in this film.Throughout the film, Chris questions and belittles Rheya's religious views, seeing the idea of putting stock in something that he sees as fantasy as being useless and just a crutch for people deluding themselves into a happiness based on illusion. Chris comes to realize that he would give up anything to be with Rheya, whether being with her is an illusion or not. His happiness depends on her, and he realizes that accepting what he needs is not a weakness -- as accepting faith is not a weakness -- it is simply a choice to fulfill one's life, whether it be real or illusion. And, as philosophers would argue, who can really say which is which?For those who want a science fiction film to make you think (like Blade Runner does), this film is it. With a tremendous cast, beautiful production design, excellent direction, and one of the best film scores in recent years (hats off to Cliff Martinez), I have no trouble recommending this film to anybody who is in the need of an intelligent, thought-provoking film."
Scanners,https://www.imdb.com//review/rw5581137/,2,"I cannot describe to you how poorly I thought this movie was executed.First I'll start with things I liked:
I thought the concept was interesting. The idea that telepathy was just reading minds, but the connection to who/what you were reading/reading exploiting. The effects were very well done. Other than the comical shaking people did when they were scanning or being scanned.The driving of the story relies on compelling/interesting characters, this movie is devoid of that. Our main character, his mentor, the sidekicks, the villain were just so bad. They had little to no emotion it was like they were told to not act.The dialogue in the movie was awful, to say the least. The actors delivery of the lines made it seem like they were reading it off of cue cards off camera. There were quite a few scenes where the actors look like they were waiting for the scene to start a second before acting.The audio was not lined up well with the timing of their lips, and it really took me out of the movie. Which is what made me more critical of the other areas.Why did the doctor have a medical room in his kitchen? Why did they shoot Kim with a tranq then just leave? Why did Cameron and Daryl constantly say their full names? How does short circuiting a computer blow it up and a gas station? Why are we supposed to believe Cameron is the good guy when he clearly has psychotic tendencies?Watch this movie if you want to have a laugh picking it apart. It's free on Amazon."
Contact,https://www.imdb.com//review/rw4610033/,9,"I had the luck of watching contact at the cinema when it came out . Being young meant that watching a movie of this grandure in a grand movie theatre with massive screen (something that was dying out at the time) means that this movie has been engraved in my mind .
But it is not due to nostalgia or corrupt memory .
Contact is a thought provoking mind bending movie ahead of its time .
In fact it is the Interstellar of the 90s .Stunning gorgeous visuals , and a storyline and plot asking some hard questions and providing answers that many might not want to accept as the movie battles between science fitction , science fact and religion in a way that in the end no one is left wanting .This is not just a movie , this is an event !"
The Dead Zone,https://www.imdb.com//review/rw1431051/,9,"Well-done big screen adaptation of the Stephen King novel is one of the most acclaimed King-based films ever, and rightfully so.School teacher awakens from a five year coma to discover that he has the power to see into a person's past or future trauma by merely touching them.The story that drives this solid thriller is a well-rounded and often moving character study. It's a compelling tale with some great sequences of suspense and the occasional good jolt. Director David Cronenberg delivers splendidly well-shot sequences in this film, as well as a nice atmospheric kind of bleakness that's completely in tune with our story. The music score is also quite beautiful.The cast is the best highlight however. Star Christopher Walken does perhaps one of his best performances as our tormented hero, whom we build quite a bond with. Brook Adams is quite good as Walken's lost love. Martin Sheen is impressive as a sinister politician. Tom Skerritt and Colleen Dewhurst are also good in their small roles.All around The Dead Zone is a wonderful film, even if you're not a fan of Stephen King.Remade as a TV series in 2002*** 1/2 out of ****"
Pitch Black,https://www.imdb.com//review/rw1077480/,8,"Pitch Black is a survival story. It's about how to survive in an hostile, alien world against even more hostile enemies. The task gets even more difficult when the nearest enemies can be found within your own surviving group.The plot of Pitch Black is quite usual and has been seen several times before in different variations. But what makes this movie shine above others, is it's well-written characters.The group consists of very different people with few more interesting than the others: Jack, a boy with a secret; Fry, a pilot having hard time with her own conscience; Johns, a bounty- hunter with a drug-habit; Imam, a holy man facing the fact that God is sometimes cruel and Riddick, a convict and a murderer learning to value others, not only himself. Characters start to live in the movie. They aren't only paper like in many other movies of this genre. You start to care for the characters, especially for Riddick though that feels quite odd. He is supposed to be the bad guy. In this movie, the line between light and pitch black is very thin. All characters are familiar with both.Other thing that works in this movie is the casting. Rarely do actors fit to their roles this well. Radha Mitchell is suitable for Fry. Cole Hauser brings the right amount of cruelness and sense of responsibility for Johns. But the most impressive work is done by Vin Diesel. He does great job as Riddick. In his hands Riddick is quite creepy, definitely very dangerous and also deep character, just as he is supposed to be.So, how do you survive in Pitch Black? Keep your friends close and enemies even closer."
Her,https://www.imdb.com//review/rw2935265/,10,"This is the best film I have seen all year, and I saw just about every good film to hit theaters in 2013. I think it's because it is so representational of what it's like to be human.There are so many things that make this movie special, but I'll just mention a few. 1. The score is INCREDIBLE. The music paired with the beautiful sound design make you FEEL the movie. Sure, you see everything on the screen, which is already beautiful, but then that music hits you and the emotions just start to run. I laughed, I cried, my brain got all tingly. It was an emotional roller coaster, and the score assisted in that so well. 2. The script. I knew how this movie was going to end 30 minutes in. And unlike most who would then say that it's predictable and not worth watching, I consider that awesome, because it means that the script is tight enough to tell a good story with a believable arc. Every scene in this movie is straight up powerful! Like it will fill your heart with sadness and happiness and pain and guilt and confusion. And then rinse and repeat. For 2 hours. It moves through all of the most complex and interesting questions that we should be asking ourselves about what it means to be a human being. About what it means to be alive. This film is about all that life is. And after the screening, as well as during, I found myself questioning things in my own life that either don't make sense or don't have to make sense. Like love and thoughts and emotions. They're all so natural and yet none of us truly understand how they work. In my opinion, moreso than any other film this year, Her has the perfect mix of complex ideas, story, and character development. One of the best scripts ever written. 3. Cinematography. My personal favorite shot to see and use is the extreme close up. And that shot was all over this movie. The reason I love it so much and believe it works so well is because it allows you to see the emotions of the character so plainly. Like their face is right in your face, so you just have to look at it. And that's where Joaquin shines. He delivers such a powerful and emotional performance and the close ups are there to capture it all. They also make great use of the natural backlighting of Shanghai, and the colors all fuse to make it a really pretty movie. I'd say the cinematography is on par with Drive and/or Lost in Translation in terms of the style. It looks like every shot was photographed with the intent to make it the most beautiful shot in the film. And I admire the DP's work. He did a really great job. More than anything though, this film just made me feel. Everything about it was so beautiful. I didn't want it to end. I felt like the film was controlling me - playing with my mind as if it were a joystick. And that's just something you don't get every day. Very rarely am I awe- stricken by a movie, and this film made my jaw drop. It is without a doubt the best film of the year, and upon just one viewing, one of my top 5 favorite movies of all time."
Repo Man,https://www.imdb.com//review/rw0214580/,10,"The plot is impossible to describe but, basically, it's about a 20 something named Otto (Estevez) who works as a repo man.  That's about it...the movie chronicles all his bizarre adventures and strange people he meets.I saw this when I was in college in 1984--it totally blew me away.  I went back to see it 4 more times!  It had a huge following on college campuses back then.  Sadly, it seems to have disappeared.  That's a shame because I think this is perfect for high school, college kids and people with open minds. It is a true cult film.  There are many great lines--too many to get in one viewing--this film demands multiple viewings.  The actors deal well with the offbeat dialogue and situations--especially Estevez and Stanton.  As for what it means---who cares?  Every time I saw it I saw something different in it.A classic.  Do not miss!"
WALL·E,https://www.imdb.com//review/rw1900345/,10,"I can't say enough about how good this movie, that you probably haven't read, so I'm going to keep this short.This is the best thing out there in theater's right now, and might just be the best animated film of all time, whether you believe that or not, is your own opinion, but what Pixar has done here, can put companies like Dreamworks, Sony, and Blue sky to shame.Wall E also may go down as the most lovable character ever to grace the movie screen, I praise Ben Burtt and Andrew Stanton, and the people at Pixar for what they did, and will continue to do.This is why Pixar is the top studio in the world.10/10"
Under the Skin,https://www.imdb.com//review/rw2996745/,1,"OK, so we sat through the entire film. We left after the credits rolled and looked at each other with the ""WTF was that!"" look. Some observations: 1. Scarlett had one facial expression throughout the whole film 2. Those who compare it to the works of Stanley Kubrick have obviously not seen a Stanley Kubrick film 3. The soundtrack was annoying which I would contribute to the director having made too many music videos 4. Too many holes in the script to mention here 5. Who were the guys on the motorcycle and how come they did not need to ""feed"" ? 6. The reviews I had read mentioned that it used ground breaking techniques in camera placement (in the van), Have these guys seen any episodes of COPS? That is inventive camera placement! 7. And what was she thinking when she signed on to do this film???"
Men in Black,https://www.imdb.com//review/rw0425629/,0,"MEN IN BLACK (1997) ***1/2  Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobahn Fallon.  Giddily hilarious sci-fi comedy: think a 90s ""Ghostbusters"" meets the ""X-Files"": hard-as-nails, deadpan Jones (a great master straight man) is one of many secret agents of MIB (Men In Black) recruiting steetsmart, mouthy Smith (a great wiseass) to team up and stop an intergalactic alien bug (in rotting human form D'Onofrio who gives a brilliant, funny turn) from wiping out the Earth and all mankind.  Incredible out there special effects from ILM and ingenious aliens from self-professed ""Monster Maker"" makeup guru Rick Baker. Hip, clever dialogue and fine chemistry from the odd couple gives this comic book adaptation of Lowell Cunningham a glossy work over including Bo Welch's inventive production design and Danny Elfman's atmospheric score. Fluid direction by Barry Sonnefield."
Elysium,https://www.imdb.com//review/rw2905580/,1,"The story is full of plot holes and the characters are full of 1-dimensional simpletons.Elysium, can heal anyone at any time at no cost, in minutes! Except that it won't because the people of Elysium are cruel, evil, and utterly malicious. Literally Hitler.The bad guys continue to be bad guys, for no apparent reason or motivation. Just because it's fun!! List of plot holes: 1. They can restrict air traffic, but re-open it as they are transporting a high-value target? 2. They need to use radiation on robots? Why? 3. The floor manager is cruel enough to force you to do dangerous life-threatening actions because he can? 4. The smugness and evil of the Elysium-citizens... ""Don't breathe in my direction!"" Seriously? Who wrote this, a 12 year old writing a comic book? 5. They can make people explode with auto-tracking homing ninja grenades--yet they can't do that for Matt Damon? 6. You can literally change the president by patching a computer? 7. A CEO understands and writes machine code to control the whole of Elysium? 8. A CEO is hired by Jodie Foster to replace the President of Elysium with herself--but the CEO doesn't do it for himself?? He carries the code on his person??? 9. In the future, we need system reboots for the whole space station? WHAT? 10. You can only download if you kill the person who has the files? Why not just destroy the files in unauthorized access? 11. Earth is poor and overpopulated, and they just declare everyone citizens and hand out free medical care at no cost or problem??? 12. Earthlings are poor and non-citizens but they can afford to build giant spacecrafts to illegally land on a space station, are you kidding me??? 13. 3 special forces guys and one poor Earthling named Matt Damon can literally overthrow the whole of the Elysium government?14. They can shoot electricity at people like a Taser, but they can't disable spacecraft with targeted Electromagnetic pulses? 15. The Elysium government doesn't want to kill illegal immigrants openly--but they are fine with letting them all die instead of giving out free medical treatment?Literally this script is written by people who don't know how to restart their computer."
Never Let Me Go,https://www.imdb.com//review/rw2322192/,10,"""Never Let Me Go,"" is an almost perfect adaptation of Kazuo Ishiguro's novel but it is going to have a hard time finding an audience because it is slow, sad, and depressing.I had finished the book 2 weeks before I saw the movie, so the story was fresh in my mind. I think that it really helps to read the book first because it fills in a lot of the gaps that are missing in the movie.Even if you haven't read the book, the film is still worth seeing for the performances of Carey Mulligan, Andrew Garfield, and Keira Knightly.The only reason the film does not rate a perfect 10 is that in the scene where they are trying to get a ""deferral"" from Madame, they left out what is probably the most important part of the story. In that scene in the book, Madame explains to them that the boarding school they went to was paid for by donations and fund raising so that they could be brought up like normal people. Before that, the clones were brought up in concentration camps and treated inhumanly. The whole point of that scene was that Madame and a few others were willing to make great sacrifices because they believed the clones had all the same rights and sentience as all other humans, while the rest of the world thought of them as livestock that were being bred for consumption.Even though that scene was left out of the film, the final line in the film alludes to the same message and it is a real tearjerker. Don't be fooled into thinking ""Never Let Me Go"" is a science fiction movie. It is not. It is a human drama with a science fiction premise. This is not like ""Logan's Run"" and it really does not go into the details of the science behind the premise. It is a sad and melancholy story about the human condition. If you go into it knowing what to expect, it is highly recommended."
